"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""ФОИВ""";
"=""Категория поставщика""";"=""РОИВ""";
"=""Поставщик сервисов""";"=""""";
"=""Сервис""";"=""""";
"=""Выберите период формирования отчета с""";"=""06.04.2015""";
"=""по""";"=""08.04.2015""";
"=""Время генерации отчета""";"=""13.04.2015 14:39:16""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""22""";"=""22""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""7382""";"=""7382""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""8388""";"=""8388""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""10808""";"=""10808""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005152""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""1234""";"=""1234""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005152""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""1046""";"=""1046""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005152""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""1133""";"=""1133""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005157""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""181""";"=""181""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005157""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""164""";"=""164""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005157""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""129""";"=""129""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005161""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""3688""";"=""3688""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005161""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""4194""";"=""4194""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005161""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""5404""";"=""5404""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005162""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""325""";"=""325""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005162""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""269""";"=""269""";"=""0""";
"=""РОИВ""";"=""Департамент связи и массовых коммуникаций Воронежской области""";"=""""";"=""SID0005162""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""407""";"=""407""";"=""0""";
"=""РОИВ""";"=""Департамент социально-экономического развития города мэрии города Ярославля""";"=""""";"=""SID0005160""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""4""";"=""4""";"=""0""";
"=""РОИВ""";"=""Департамент социального развития Ханты-Мансийского автономного округа - Югры""";"=""""";"=""SID0003267""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""6""";"=""6""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004202""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""64""";"=""64""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004202""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""72""";"=""72""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004202""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""133""";"=""133""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004203""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""193""";"=""193""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004203""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""18""";"=""18""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004203""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""207""";"=""207""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004203""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""31""";"=""31""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004203""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""33""";"=""33""";"=""0""";
"=""РОИВ""";"=""Департамент социальной защиты населения Вологодской области""";"=""""";"=""SID0004203""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""416""";"=""416""";"=""0""";
"=""РОИВ""";"=""Департамент труда и  занятости населения Вологодской области""";"=""""";"=""SID0004137""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""6""";"=""6""";"=""0""";
"=""РОИВ""";"=""Департамент труда и  занятости населения Вологодской области""";"=""""";"=""SID0004137""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""6""";"=""6""";"=""0""";
"=""РОИВ""";"=""Департамент труда и  занятости населения Вологодской области""";"=""""";"=""SID0004137""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""5""";"=""5""";"=""0""";
"=""РОИВ""";"=""Департамент труда и  занятости населения Вологодской области""";"=""""";"=""SID0004238""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""4432""";"=""4432""";"=""0""";
"=""РОИВ""";"=""Департамент труда и  занятости населения Вологодской области""";"=""""";"=""SID0004238""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""55""";"=""55""";"=""0""";
"=""РОИВ""";"=""Департамент труда и  занятости населения Вологодской области""";"=""""";"=""SID0004238""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""27""";"=""27""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населени Тюменской области""";"=""Сервис, предоставляющий сведения о целевом назначении для медицины""";"=""SID0003909""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""3""";"=""3""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населени Тюменской области""";"=""Сервис, предоставляющий сведения о целевом назначении для медицины""";"=""SID0003909""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""24""";"=""24""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населени Тюменской области""";"=""Сервис, предоставляющий сведения о целевом назначении для медицины""";"=""SID0003909""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""3""";"=""3""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населени Тюменской области""";"Прием заявления на получение лицензии на деятельность в области использования возбудителей инфекционных заболеваний человека  животных (за исключением случая, если указанная деятельность  осуществляется в медицинских целях) и генно-иненерно-модифицированных  организмов III и IV степеней потенциальной опасности, осуществляемой  в замкнутых системах через ЕПГМУ";"=""SID0003968""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""4""";"=""4""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населени Тюменской области""";"Прием заявления на получение лицензии на деятельность в области использования возбудителей инфекционных заболеваний человека  животных (за исключением случая, если указанная деятельность  осуществляется в медицинских целях) и генно-иненерно-модифицированных  организмов III и IV степеней потенциальной опасности, осуществляемой  в замкнутых системах через ЕПГМУ";"=""SID0003968""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""8""";"=""8""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населени Тюменской области""";"Прием заявления на получение лицензии на деятельность в области использования возбудителей инфекционных заболеваний человека  животных (за исключением случая, если указанная деятельность  осуществляется в медицинских целях) и генно-иненерно-модифицированных  организмов III и IV степеней потенциальной опасности, осуществляемой  в замкнутых системах через ЕПГМУ";"=""SID0003968""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""12""";"=""12""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004401""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""1""";"=""1""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004401""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""1""";"=""1""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004401""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""1""";"=""1""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004480""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""2""";"=""2""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004480""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""89""";"=""89""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004480""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""63""";"=""63""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004491""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""2""";"=""2""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004491""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""3""";"=""3""";"=""0""";
"=""РОИВ""";"=""Департамент труда и занятости населения Краснодарского края""";"=""""";"=""SID0004491""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""4""";"=""4""";"=""0""";
"=""РОИВ""";"=""Департамент труда и социального развития Приморского края""";"=""Сервис выдачи заключений о возможности ввоза на таможенную территорию Таможенного союза или вывоза с таможенной территории Таможенного союза специальных технических средств, предназначенных для негласного получения информации""";"=""SID0003773""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""15""";"=""15""";"=""0""";
"=""РОИВ""";"=""Департамент труда и социального развития Приморского края""";"=""Сервис выдачи заключений о возможности ввоза на таможенную территорию Таможенного союза или вывоза с таможенной территории Таможенного союза специальных технических средств, предназначенных для негласного получения информации""";"=""SID0003773""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""9""";"=""9""";"=""0""";
"=""РОИВ""";"=""Департамент труда и социального развития Приморского края""";"=""Сервис выдачи заключений о возможности ввоза на таможенную территорию Таможенного союза или вывоза с таможенной территории Таможенного союза специальных технических средств, предназначенных для негласного получения информации""";"=""SID0003773""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""6""";"=""6""";"=""0""";
"=""РОИВ""";"=""Департамент труда и социальной поддержки населения Ярославской области""";"=""""";"=""SID0004967""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""3""";"=""3""";"=""0""";
"=""РОИВ""";"=""Департамент экономического развития Брянской области""";"=""""";"=""SID0005149""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""809""";"=""809""";"=""0""";
"=""РОИВ""";"=""Департамент экономического развития Брянской области""";"=""""";"=""SID0005149""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""1349""";"=""1349""";"=""0""";
"=""РОИВ""";"=""Департамент экономического развития Брянской области""";"=""""";"=""SID0005149""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""1354""";"=""1354""";"=""0""";
"=""РОИВ""";"=""Департамент экономического развития Брянской области""";"=""""";"=""SID0005158""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""266""";"=""266""";"=""0""";
"=""РОИВ""";"=""Департамент экономического развития Смоленской области""";"=""""";"=""SID0005183""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""8""";"=""8""";"=""0""";
"=""РОИВ""";"=""Департамент экономического развития Смоленской области""";"=""""";"=""SID0005183""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""1""";"=""1""";"=""0""";
"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""96""";"=""96""";"=""0""";
"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""84""";"=""84""";"=""0""";
"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""80""";"=""80""";"=""0""";
"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"Сервис выдачи из ИАС МКГУ списка телефонных номеров для SMS-рассылки подсистемой «SMS-шлюз» автоматизированной информационной системой ""Федеральный телефонный центр"" (АИС ФТЦ)";"=""SID0003953""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""48""";"=""48""";"=""0""";
"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"Сервис выдачи из ИАС МКГУ списка телефонных номеров для SMS-рассылки подсистемой «SMS-шлюз» автоматизированной информационной системой ""Федеральный телефонный центр"" (АИС ФТЦ)";"=""SID0003953""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""42""";"=""42""";"=""0""";
"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"Сервис выдачи из ИАС МКГУ списка телефонных номеров для SMS-рассылки подсистемой «SMS-шлюз» автоматизированной информационной системой ""Федеральный телефонный центр"" (АИС ФТЦ)";"=""SID0003953""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""40""";"=""40""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""74""";"=""74""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""86""";"=""86""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""80""";"=""80""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""26""";"=""26""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""64""";"=""64""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""62""";"=""62""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""56""";"=""56""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""80""";"=""80""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""46""";"=""46""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""2346""";"=""2346""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""2862""";"=""2862""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-07 00:00:00.0""";"=""96""";"=""96""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""3020""";"=""3020""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-08 00:00:00.0""";"=""82""";"=""82""";"=""0""";
"=""РОИВ""";"=""КГКУ «Центр Информационных Технологий Красноярского края»""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2015-04-06 00:00:00.0""";"=""282""";"=""282""";"=""0""";
