"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""ФОИВ""";
"=""Категория поставщика""";"=""РОИВ""";
"=""Поставщик сервисов""";"=""""";
"=""Сервис""";"=""""";
"=""Выберите период формирования отчета с""";"=""06.04.2015""";
"=""по""";"=""08.04.2015""";
"=""Время генерации отчета""";"=""13.04.2015 14:39:16""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба по экологическому, технологическому и атомному надзору (Ростехнадзор)""";"=""77548019037956724533272""";"=""Федеральный уровень""";"=""142""";"=""142""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""4486""";"=""4486""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Сведения о договорах социального (коммерческого) найма жилого помещения""";"=""SID0001006""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""6""";"=""6""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""734""";"=""734""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2862""";"=""2862""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""3544""";"=""3544""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Выписка из реестра государственной (муниципальной) собственности""";"=""SID0001010""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""59934""";"=""59934""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"Заключение органа местного самоуправления поселения или городского округа, подтверждающего, что создаваемый или созданный объект недвижимого имущества расположен в пределах границ земельного участка, предназначенного для ведения личного подсобного хозяйства";"=""SID0001011""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""1366""";"=""1366""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Сведения из реестра похозяйственных книг""";"=""SID0001016""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""9886""";"=""9886""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Заключение о привлечении и об использовании иностранных работников""";"=""SID0001022""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Нижегородская область""";"=""РОИВ""";"=""Министерство информационных технологий, связи и средств массовой информации Нижегородской области""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""3462""";"=""3462""";"=""0""";
"=""Новосибирская область""";"=""РОИВ""";"=""Департамент информатизации и развития телекоммуникационных технологий Новосибирской области""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""3602""";"=""3602""";"=""0""";
"=""Новосибирская область""";"=""РОИВ""";"=""Департамент информатизации и развития телекоммуникационных технологий Новосибирской области""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба по экологическому, технологическому и атомному надзору (Ростехнадзор)""";"=""77548019037956724533272""";"=""Федеральный уровень""";"=""6""";"=""6""";"=""0""";
"=""Новосибирская область""";"=""РОИВ""";"=""Департамент информатизации и развития телекоммуникационных технологий Новосибирской области""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""1362""";"=""1362""";"=""0""";
"=""Новосибирская область""";"=""РОИВ""";"=""Департамент информатизации и развития телекоммуникационных технологий Новосибирской области""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""3698""";"=""3698""";"=""0""";
"=""Новосибирская область""";"=""РОИВ""";"=""Департамент информатизации и развития телекоммуникационных технологий Новосибирской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""6""";"=""6""";"=""0""";
"=""Новосибирская область""";"=""РОИВ""";"=""Департамент информатизации и развития телекоммуникационных технологий Новосибирской области""";"=""Заключение о привлечении и об использовании иностранных работников""";"=""SID0001022""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""14""";"=""14""";"=""0""";
"=""Омская область""";"=""РОИВ""";"=""Министерство промышленной политики, транспорта и связи Омской области""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""174""";"=""174""";"=""0""";
"=""Омская область""";"=""РОИВ""";"=""Министерство промышленной политики, транспорта и связи Омской области""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""38""";"=""38""";"=""0""";
"=""Омская область""";"=""РОИВ""";"=""Министерство промышленной политики, транспорта и связи Омской области""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""246""";"=""246""";"=""0""";
"=""Омская область""";"=""РОИВ""";"=""Министерство промышленной политики, транспорта и связи Омской области""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""122""";"=""122""";"=""0""";
"=""Омская область""";"=""РОИВ""";"=""Министерство промышленной политики, транспорта и связи Омской области""";"=""Сведения из реестра похозяйственных книг""";"=""SID0001016""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""180""";"=""180""";"=""0""";
"=""Омская область""";"=""РОИВ""";"=""Министерство промышленной политики, транспорта и связи Омской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""10""";"=""10""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""482""";"=""482""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""710""";"=""710""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба по экологическому, технологическому и атомному надзору (Ростехнадзор)""";"=""77548019037956724533272""";"=""Федеральный уровень""";"=""12""";"=""12""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""822""";"=""822""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""3296""";"=""3296""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""2194""";"=""2194""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""3214""";"=""3214""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Выписка из реестра государственной (муниципальной) собственности""";"=""SID0001010""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""212""";"=""212""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"Заключение органа местного самоуправления поселения или городского округа, подтверждающего, что создаваемый или созданный объект недвижимого имущества расположен в пределах границ земельного участка, предназначенного для ведения личного подсобного хозяйства";"=""SID0001011""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""546""";"=""546""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""1764""";"=""1764""";"=""0""";
"=""Оренбургская область""";"=""РОИВ""";"=""Аппарат Губернатора и Правительства Оренбургской области""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""1252""";"=""1252""";"=""0""";
"=""Орловская область""";"=""РОИВ""";"Бюджетное учреждение Орловской области ""Центр государственных информационных ресурсов Орловской области""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""154""";"=""154""";"=""0""";
"=""Орловская область""";"=""РОИВ""";"Бюджетное учреждение Орловской области ""Центр государственных информационных ресурсов Орловской области""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""62""";"=""62""";"=""0""";
"=""Орловская область""";"=""РОИВ""";"Бюджетное учреждение Орловской области ""Центр государственных информационных ресурсов Орловской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""3358""";"=""3358""";"=""0""";
"=""Орловская область""";"=""РОИВ""";"Бюджетное учреждение Орловской области ""Центр государственных информационных ресурсов Орловской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""1432""";"=""1432""";"=""0""";
"=""Орловская область""";"=""РОИВ""";"Бюджетное учреждение Орловской области ""Центр государственных информационных ресурсов Орловской области""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Пензенская область""";"=""РОИВ""";"Открытое акционерное общество ""Оператор электронного правительства""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""24""";"=""24""";"=""0""";
"=""Пензенская область""";"=""РОИВ""";"Открытое акционерное общество ""Оператор электронного правительства""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""196""";"=""196""";"=""0""";
"=""Пензенская область""";"=""РОИВ""";"Открытое акционерное общество ""Оператор электронного правительства""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""320""";"=""320""";"=""0""";
"=""Пензенская область""";"=""РОИВ""";"Открытое акционерное общество ""Оператор электронного правительства""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""306""";"=""306""";"=""0""";
"=""Пензенская область""";"=""РОИВ""";"Открытое акционерное общество ""Оператор электронного правительства""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""678""";"=""678""";"=""0""";
"=""Пензенская область""";"=""РОИВ""";"Открытое акционерное общество ""Оператор электронного правительства""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""16656""";"=""16656""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""1386""";"=""1386""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""34""";"=""34""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""272""";"=""272""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""432""";"=""432""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""4038""";"=""4038""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""18""";"=""18""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Выписка из реестра государственной (муниципальной) собственности""";"=""SID0001010""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""210""";"=""210""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""27608""";"=""27608""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Заключение о привлечении и об использовании иностранных работников""";"=""SID0001022""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""14""";"=""14""";"=""0""";
"=""Пермский край""";"=""РОИВ""";"=""Министерство информационного развития и связи Пермского края""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""1622""";"=""1622""";"=""0""";
"=""Приморский край""";"=""РОИВ""";"=""Департамент информатизации и телекоммуникаций Приморского края""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""290""";"=""290""";"=""0""";
"=""Приморский край""";"=""РОИВ""";"=""Департамент информатизации и телекоммуникаций Приморского края""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""718""";"=""718""";"=""0""";
"=""Приморский край""";"=""РОИВ""";"=""Департамент информатизации и телекоммуникаций Приморского края""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""182""";"=""182""";"=""0""";
"=""Приморский край""";"=""РОИВ""";"=""Департамент информатизации и телекоммуникаций Приморского края""";"=""Выписка из реестра государственной (муниципальной) собственности""";"=""SID0001010""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""402""";"=""402""";"=""0""";
"=""Приморский край""";"=""РОИВ""";"=""Департамент информатизации и телекоммуникаций Приморского края""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""624""";"=""624""";"=""0""";
"=""Приморский край""";"=""РОИВ""";"=""Департамент информатизации и телекоммуникаций Приморского края""";"=""Согласование маршрута""";"=""SID0001027""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере транспорта (Ространснадзор)""";"=""145183427552252931386885""";"=""Федеральный уровень""";"=""3590""";"=""3590""";"=""0""";
"=""Псковская область""";"=""РОИВ""";"Государственное учреждение ""Центр информационных систем Псковской области""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
