"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""ФОИВ""";
"=""Категория поставщика""";"=""РОИВ""";
"=""Выберите период формирования отчета с""";"=""04.06.2015""";
"=""по""";"=""04.06.2015""";
"=""Время генерации отчета""";"=""20.07.2015 13:13:42""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Республика Дагестан""";"=""РОИВ""";"=""Управление Правительства Республики Дагестан по информационным технологиям""";"=""""";"=""SID0004025""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""384""";"=""384""";"=""0""";
"=""Республика Дагестан""";"=""РОИВ""";"=""Управление Правительства Республики Дагестан по информационным технологиям""";"=""""";"=""SID0004033""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""73""";"=""73""";"=""0""";
"=""Республика Дагестан""";"=""РОИВ""";"=""Управление Правительства Республики Дагестан по информационным технологиям""";"=""""";"=""SID0004472""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""491""";"=""491""";"=""0""";
"=""Республика Ингушетия""";"=""РОИВ""";"=""Комитет промышленности, транспорта, связи и энергетики Республики Ингушетия""";"=""""";"=""SID0004475""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""27""";"=""27""";"=""0""";
"=""Республика Ингушетия""";"=""РОИВ""";"=""Комитет промышленности, транспорта, связи и энергетики Республики Ингушетия""";"=""""";"=""SID0004478""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""10""";"=""10""";"=""0""";
"=""Республика Ингушетия""";"=""РОИВ""";"=""Комитет промышленности, транспорта, связи и энергетики Республики Ингушетия""";"=""""";"=""SID0004485""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""47""";"=""47""";"=""0""";
"=""Республика Ингушетия""";"=""РОИВ""";"=""Правительство Республики Ингушетия""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""10""";"=""10""";"=""0""";
"=""Республика Ингушетия""";"=""РОИВ""";"=""Правительство Республики Ингушетия""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""27""";"=""27""";"=""0""";
"=""Республика Ингушетия""";"=""РОИВ""";"=""Правительство Республики Ингушетия""";"=""Сведения из реестра похозяйственных книг""";"=""SID0001016""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""47""";"=""47""";"=""0""";
"=""Республика Калмыкия""";"=""РОИВ""";"=""Республиканское государственное унитарное предприятие Центр информационных ресурсов и технологий Республики Калмыкия""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""57""";"=""57""";"=""0""";
"=""Республика Калмыкия""";"=""РОИВ""";"=""Республиканское государственное унитарное предприятие Центр информационных ресурсов и технологий Республики Калмыкия""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""26""";"=""26""";"=""0""";
"=""Республика Калмыкия""";"=""РОИВ""";"=""Республиканское государственное унитарное предприятие Центр информационных ресурсов и технологий Республики Калмыкия""";"=""""";"=""SID0004436""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""26""";"=""26""";"=""0""";
"=""Республика Калмыкия""";"=""РОИВ""";"=""Республиканское государственное унитарное предприятие Центр информационных ресурсов и технологий Республики Калмыкия""";"=""""";"=""SID0004479""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""57""";"=""57""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""98""";"=""98""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""96""";"=""96""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""32""";"=""32""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""47""";"=""47""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""Выписка из реестра государственной (муниципальной) собственности""";"=""SID0001010""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""30""";"=""30""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""6145""";"=""6145""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""""";"=""SID0004204""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""6064""";"=""6064""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""""";"=""SID0004205""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""46""";"=""46""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""""";"=""SID0004206""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""31""";"=""31""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""""";"=""SID0004208""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""95""";"=""95""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""""";"=""SID0004211""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""97""";"=""97""";"=""0""";
"=""Республика Карелия""";"=""РОИВ""";"=""Государственный комитет Республики Карелия по развитию информационно-коммуникационных технологий""";"=""""";"=""SID0004216""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""30""";"=""30""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Администрация Главы Республики Коми и Правительства Республики Коми""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""19""";"=""19""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Администрация Главы Республики Коми и Правительства Республики Коми""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""47""";"=""47""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Администрация Главы Республики Коми и Правительства Республики Коми""";"=""Сведения о договорах социального (коммерческого) найма жилого помещения""";"=""SID0001006""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Администрация Главы Республики Коми и Правительства Республики Коми""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""96""";"=""96""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Администрация Главы Республики Коми и Правительства Республики Коми""";"Сервис получения  сведений о нахождении на регистрационном учете в целях поиска подходящей работы  (в качестве безработного); периодах получения пособия по безработице; периодах участия в оплачиваемых общественных работах и периодах переезда по направлению службы занятости в другую местность для трудоустройства";"=""SID0001018""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""449""";"=""449""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Коми Центр информационных технологий""";"=""""";"=""SID0004204""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Коми Центр информационных технологий""";"=""""";"=""SID0004206""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""19""";"=""19""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Коми Центр информационных технологий""";"=""""";"=""SID0004212""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""432""";"=""432""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Коми Центр информационных технологий""";"=""""";"=""SID0004213""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""47""";"=""47""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Коми Центр информационных технологий""";"=""""";"=""SID0004214""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""95""";"=""95""";"=""0""";
"=""Республика Коми""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Коми Центр информационных технологий""";"=""""";"=""SID0004245""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""2""";"=""2""";"=""0""";
"=""Республика Крым""";"=""РОИВ""";"=""Министерство образования, науки и молодежи Республики Крым""";"Сервис проверки взаимодействия СМЭВ создан для облегчения работы разработки программного обеспечения, формирующее сообщение, а также дружественной формы сообщения об ошибках в случае несоответствия формата методическим рекомендациям. Все методы проверяют электронную подпись формата XMLDSig.";"=""SID0003002""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""12""";"=""12""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И ОЦЕНКИ КАЧЕСТВА ОБРАЗОВАНИЯ""";"=""""";"=""SID0004472""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""12""";"=""12""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""Департамент информатизации и связи Республики Марий Эл""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""7""";"=""7""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""Департамент информатизации и связи Республики Марий Эл""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""52""";"=""52""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""Департамент информатизации и связи Республики Марий Эл""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""43""";"=""43""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""Департамент информатизации и связи Республики Марий Эл""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""843""";"=""843""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""Департамент информатизации и связи Республики Марий Эл""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""68""";"=""68""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""Департамент информатизации и связи Республики Марий Эл""";"=""""";"=""SID0004475""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""844""";"=""844""";"=""0""";
"=""Республика Марий Эл""";"=""РОИВ""";"=""Департамент информатизации и связи Республики Марий Эл""";"=""""";"=""SID0004477""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""68""";"=""68""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Выписка из домовой книги""";"=""SID0001002""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""19""";"=""19""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""5""";"=""5""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба по экологическому, технологическому и атомному надзору (Ростехнадзор)""";"=""77548019037956724533272""";"=""Федеральный уровень""";"=""3""";"=""3""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""48""";"=""48""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""192""";"=""192""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Документ, подтверждающий принадлежность земельного участка к определенной категории земель""";"=""SID0001008""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""32""";"=""32""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Документ, подтверждающий установленное разрешенное использование земельного участка""";"=""SID0001009""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""464""";"=""464""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Выписка из реестра государственной (муниципальной) собственности""";"=""SID0001010""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""125""";"=""125""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Сервис проведения государственного контроля за осуществлением международных автомобильных перевозок в пунктах пропуска через государственную границу (транспортный контроль)""";"=""SID0003766""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""20""";"=""20""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""Сервис проведения государственного контроля за осуществлением международных автомобильных перевозок в пунктах пропуска через государственную границу (транспортный контроль)""";"=""SID0003766""";"=""ФОИВ""";"=""Федеральная служба по экологическому, технологическому и атомному надзору (Ростехнадзор)""";"=""77548019037956724533272""";"=""Федеральный уровень""";"=""12""";"=""12""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""ISMVMsgExampletest4""";"=""SID0003931""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""96""";"=""96""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""""";"=""SID0004041""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""125""";"=""125""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""""";"=""SID0004169""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""465""";"=""465""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""""";"=""SID0004232""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""19""";"=""19""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""""";"=""SID0004233""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""192""";"=""192""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Государственное автономное учреждение Республики Мордовия «Госинформ»""";"=""""";"=""SID0004402""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""32""";"=""32""";"=""0""";
"=""Республика Мордовия""";"=""РОИВ""";"=""Министерство образования Республики Мордовия""";"=""""";"=""SID0004506""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Республика Саха""";"=""РОИВ""";"=""Министерство связи и информационных технологий Республики Саха (Якутия)""";"=""""";"=""SID0004020""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""92""";"=""92""";"=""0""";
"=""Республика Саха""";"=""РОИВ""";"=""Министерство связи и информационных технологий Республики Саха (Якутия)""";"=""""";"=""SID0004022""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""219""";"=""219""";"=""0""";
"=""Республика Саха""";"=""РОИВ""";"=""Министерство связи и информационных технологий Республики Саха (Якутия)""";"=""""";"=""SID0004024""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""15""";"=""15""";"=""0""";
"=""Республика Саха""";"=""РОИВ""";"=""Министерство связи и информационных технологий Республики Саха (Якутия)""";"=""""";"=""SID0004026""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""47""";"=""47""";"=""0""";
"=""Республика Саха""";"=""РОИВ""";"=""Министерство связи и информационных технологий Республики Саха (Якутия)""";"=""""";"=""SID0004035""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""5680""";"=""5680""";"=""0""";
"=""Республика Саха""";"=""РОИВ""";"=""Министерство связи и информационных технологий Республики Саха (Якутия)""";"=""""";"=""SID0004036""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""30""";"=""30""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Администрация Главы РСО-А и Правительства РСО-А""";"=""Сведения Из Разрешения На Ввод В Эксплуатацию Объекта Недвижимости""";"=""SID0001003""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""26""";"=""26""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Администрация Главы РСО-А и Правительства РСО-А""";"=""Сведения из разрешения на строительство""";"=""SID0001004""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""251""";"=""251""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Администрация Главы РСО-А и Правительства РСО-А""";"=""Решение органа местного самоуправления о переводе жилого помещения в нежилое, нежилого в жилое""";"=""SID0001007""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""48""";"=""48""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Администрация местного самоуправления г.Владикавказа""";"=""""";"=""SID0004475""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""251""";"=""251""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Администрация местного самоуправления г.Владикавказа""";"=""""";"=""SID0004476""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""26""";"=""26""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Администрация местного самоуправления г.Владикавказа""";"=""""";"=""SID0004477""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""48""";"=""48""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Администрация местного самоуправления г.Владикавказа""";"=""""";"=""SID0004486""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2""";"=""2""";"=""0""";
"=""Республика Северная Осетия""";"=""РОИВ""";"=""Министерство образования и науки Республики Северная Осетия - Алания""";"=""""";"=""SID0004484""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""18""";"=""18""";"=""0""";
"=""Республика Татарстан""";"=""РОИВ""";"=""Государственное унитарное предприятие «Центр информационных технологий Республики Татарстан»""";"=""""";"=""SID0004403""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
