"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""РОИВ""";
"=""Категория поставщика""";"=""ФОИВ""";
"=""Поставщик сервисов""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";
"=""Сервис""";"=""""";
"=""Выберите период формирования отчета с""";"=""05.01.2015""";
"=""по""";"=""11.01.2015""";
"=""Время генерации отчета""";"=""12.01.2015 13:41:53""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-06 00:00:00.0""";"=""435""";"=""0""";"=""435""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-07 00:00:00.0""";"=""13282""";"=""0""";"=""13282""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-08 00:00:00.0""";"=""638""";"=""0""";"=""638""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-09 00:00:00.0""";"=""8845""";"=""0""";"=""8845""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-09 00:00:00.0""";"=""8845""";"=""0""";"=""8845""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-09 00:00:00.0""";"=""8845""";"=""0""";"=""8845""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-09 00:00:00.0""";"=""8845""";"=""0""";"=""8845""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-09 00:00:00.0""";"=""8845""";"=""0""";"=""8845""";
"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""""";"=""SID0000135""";"=""РОИВ""";"=""Департамент имущественных и земельных отношений""";"=""2409099382639838105548222054481854729""";"=""Костромская область""";"=""2015-01-09 00:00:00.0""";"=""8845""";"=""0""";"=""8845""";
