"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""РОИВ""";
"=""Категория поставщика""";"=""ФОИВ""";
"=""Поставщик сервисов""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";
"=""Сервис""";"=""(SID0003564) Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";
"=""Выберите период формирования отчета с""";"=""19.01.2015""";
"=""по""";"=""25.01.2015""";
"=""Время генерации отчета""";"=""26.01.2015 16:39:42""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Еманжелинского муниципального района Челябинской области""";"=""226459""";"=""Челябинская область""";"=""3465""";"=""1421""";"=""2044""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ермишинского муниципального района Рязанской области""";"=""152574799999933737865599""";"=""Рязанская область""";"=""49""";"=""35""";"=""14""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ершовского муниципального района Саратовской области""";"=""2405414743796658319422571063682662415""";"=""Саратовская область""";"=""2926""";"=""1358""";"=""1568""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Етышинского сельского поселения""";"=""27647""";"=""Пермский край""";"=""189""";"=""70""";"=""119""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Жаковского сельского поселения  Карачаево-Черкесской Республики""";"=""216009779110345736981756""";"=""Карачаево-Черкесская Республика""";"=""749""";"=""329""";"=""420""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация ЗАТО Александровск""";"=""519172955593412041511989""";"=""Мурманская область""";"=""154""";"=""42""";"=""112""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация ЗАТО Звёздный""";"=""29501""";"=""Пермский край""";"=""385""";"=""140""";"=""245""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация ЗАТО Михайловский Саратовской области""";"=""2408492330244719611568206957773193234""";"=""Саратовская область""";"=""329""";"=""119""";"=""210""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация ЗАТО Шиханы Саратовской области""";"=""2408667210840619298342924871270793234""";"=""Саратовская область""";"=""70""";"=""42""";"=""28""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация ЗАТО г. Североморск""";"=""177334893537695117612258""";"=""Мурманская область""";"=""252""";"=""98""";"=""154""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Заводского района города Новокузнецка Кемеровской области""";"=""459035016734197413839949""";"=""Кемеровская область""";"=""46018""";"=""19824""";"=""26194""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Заводского района муниципального образования Город Саратов""";"=""2405207954268017158605067717181833231""";"=""Саратовская область""";"=""23""";"=""14""";"=""9""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Замостянского сельсовета Суджанского района Курской области""";"=""341697641508185372100193""";"=""Курская область""";"=""4""";"=""0""";"=""4""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Захаровского муниципального района Рязанской области""";"=""196004721730105196418960""";"=""Рязанская область""";"=""182""";"=""63""";"=""119""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ибресинского района Чувашской Республики""";"=""108525639513452618713693""";"=""Чувашская Республика-Чувашия""";"=""56""";"=""28""";"=""28""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ивановского сельского поселения Сальского района Ростовской области""";"=""82686717692149596426537""";"=""Ростовская область""";"=""15""";"=""14""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ивановского сельского поселения Сальского района Ростовской области""";"=""82686717692149596426537""";"=""Ростовская область""";"=""406""";"=""182""";"=""224""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ивантеевского муниципального района Саратовской области""";"=""2406385821699764141066576715495899151""";"=""Саратовская область""";"=""2527""";"=""1015""";"=""1512""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ивдельского городского округа""";"=""111695100105560273465715""";"=""Свердловская область""";"=""231""";"=""77""";"=""154""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Икон-Халского сельского поселения""";"=""100635427260412412825968""";"=""Карачаево-Черкесская Республика""";"=""959""";"=""378""";"=""581""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Инжич-Чукунского поселения""";"=""224516976349557082116490""";"=""Карачаево-Черкесская Республика""";"=""728""";"=""259""";"=""469""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ирбитского МО""";"=""2408168307285980615962494406677037068""";"=""Свердловская область""";"=""329""";"=""112""";"=""217""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ирбитского МО""";"=""2408168308123462796908908050043437068""";"=""Свердловская область""";"=""322""";"=""126""";"=""196""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ирбитского МО""";"=""2408220208874289555034370736312877068""";"=""Свердловская область""";"=""364""";"=""147""";"=""217""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кадомского муниципального района Рязанской области""";"=""242841440937988377809350""";"=""Рязанская область""";"=""231""";"=""77""";"=""154""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кадыйского муниципального района Костромской области""";"=""2404760645768636261090894086864437513""";"=""Костромская область""";"=""567""";"=""259""";"=""308""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Калининского муниципального района Саратовской области""";"=""2406960032780869794832106064445833245""";"=""Саратовская область""";"=""693""";"=""273""";"=""420""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Камешковкого района""";"=""170880898627613935802677""";"=""Владимирская область""";"=""231""";"=""84""";"=""147""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Камешковкого района""";"=""170880898627613935802677""";"=""Владимирская область""";"=""98""";"=""28""";"=""70""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Камешковкого района""";"=""170880898627613935802677""";"=""Владимирская область""";"=""49""";"=""21""";"=""28""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Канашского района Чувашской Республики""";"=""414864528992284251783386""";"=""Чувашская Республика-Чувашия""";"=""4""";"=""0""";"=""4""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Канашского района Чувашской Республики""";"=""541308023350002618206778""";"=""Чувашская Республика-Чувашия""";"=""749""";"=""315""";"=""434""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Канашского района Чувашской Республики""";"=""541308023350002618206778""";"=""Чувашская Республика-Чувашия""";"=""14""";"=""14""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Карабихского сельского поселения Ярославского муниципального района Ярославской области""";"=""315172695081369281681858""";"=""Ярославская область""";"=""1676""";"=""707""";"=""969""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Карачаевского городского округа Карачаево-Черкесской Республики""";"=""302810875083870147996664""";"=""Карачаево-Черкесская Республика""";"=""483""";"=""196""";"=""287""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Карачаевского муниципального района""";"=""149425601102545328874150""";"=""Карачаево-Черкесская Республика""";"=""42""";"=""7""";"=""35""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кардоникского сельского поселения Карачаево-Черкесской Республики""";"=""385886033310421440531817""";"=""Карачаево-Черкесская Республика""";"=""287""";"=""119""";"=""168""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Касибского сельского поселения""";"=""28199""";"=""Пермский край""";"=""15""";"=""0""";"=""15""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Касимовского муниципального района Рязанской области""";"=""391201841367993804656860""";"=""Рязанская область""";"=""448""";"=""161""";"=""287""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кетовского района Курганской области""";"=""2409508228621564752986666235515437068""";"=""Курганская область""";"=""406""";"=""196""";"=""210""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кирилловского муниципального района""";"=""549358051465311011526295""";"=""Вологодская область""";"=""140""";"=""56""";"=""84""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кировградского городского округа""";"=""2409780762419502656059493004268077068""";"=""Свердловская область""";"=""1176""";"=""483""";"=""693""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кировградского городского округа""";"=""2409780762419502656059493004268077068""";"=""Свердловская область""";"=""154""";"=""84""";"=""70""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кировского муниципального района""";"=""588572451103347035865452""";"=""Приморский край""";"=""1589""";"=""693""";"=""896""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кишертского муниципального района Пермского края""";"=""39854""";"=""Пермский край""";"=""385""";"=""119""";"=""266""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Клепиковского муниципального района Рязанской области""";"=""246132738818190170132659""";"=""Рязанская область""";"=""266""";"=""140""";"=""126""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Клименковского сельского поселения""";"=""542596809729638660050973""";"=""Белгородская область""";"=""1""";"=""0""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ковдорского района Мурманской области""";"=""417853170622298639569619""";"=""Мурманская область""";"=""28""";"=""7""";"=""21""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Ковдорского района Мурманской области""";"=""599243862995115456858563""";"=""Мурманская область""";"=""28""";"=""21""";"=""7""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Козловского района Чувашской Республики""";"=""513014446076998698666533""";"=""Чувашская Республика-Чувашия""";"=""112""";"=""77""";"=""35""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Козловского района Чувашской Республики""";"=""513014446076998698666533""";"=""Чувашская Республика-Чувашия""";"=""1631""";"=""637""";"=""994""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кокшайского сельского поселения""";"=""438789841495570018992864""";"=""Республика Марий Эл""";"=""679""";"=""280""";"=""399""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кологривского муниципального района Костромской области""";"=""2409785439844736341248343522183020809""";"=""Костромская область""";"=""3563""";"=""1414""";"=""2149""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кольского района Мурманской области""";"=""487421031796927996367292""";"=""Мурманская область""";"=""1505""";"=""567""";"=""938""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кольского района Мурманской области""";"=""487421031796927996367292""";"=""Мурманская область""";"=""63""";"=""28""";"=""35""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Комсомольского района Чувашской Республики""";"=""393315976555644474884297""";"=""Чувашская Республика-Чувашия""";"=""3""";"=""0""";"=""3""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кондинского района Ханты-Мансийского автономного округа - Югры""";"=""2409225482472940799214376116736557068""";"=""Ханты-Мансийский автономный округ - Югра""";"=""609""";"=""224""";"=""385""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Копейского городского округа Челябинская область""";"=""348857""";"=""Челябинская область""";"=""2576""";"=""1106""";"=""1470""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кораблинского муниципального района Рязанской области""";"=""399202941251059126900489""";"=""Рязанская область""";"=""1722""";"=""686""";"=""1036""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""SID0003564""";"=""РОИВ""";"=""Администрация Кордонского сельского поселения Кишертского муниципального района Пермского края""";"=""40166""";"=""Пермский край""";"=""21""";"=""14""";"=""7""";
